iter	Logloss
588	0.477468051
589	0.4771956741
590	0.4770214657
591	0.4766952859
592	0.4766326967
593	0.4764609832
594	0.4763431268
595	0.4762098671
596	0.4761217324
597	0.4759453545
598	0.4757495599
599	0.4755400976
600	0.4753509741
601	0.475262514
602	0.475075126
603	0.4750149232
604	0.4747618546
605	0.4746283237
606	0.4745181147
607	0.4743351199
608	0.4741619963
609	0.4739824184
610	0.4738199794
611	0.4736429506
612	0.4735694056
613	0.4734620711
614	0.4732972457
615	0.4731907247
616	0.4730327873
617	0.4727107295
618	0.472673957
619	0.4724122647
620	0.4723085641
621	0.4720083637
622	0.4718511314
623	0.4716745366
624	0.4715987136
625	0.4714112715
626	0.471280127
627	0.4710442514
628	0.4709844283
629	0.4706804314
630	0.4704812741
631	0.4703056555
632	0.4700433124
633	0.4698713277
634	0.469676889
635	0.4695190058
636	0.4692840522
637	0.4690763255
638	0.4688794462
639	0.468744017
640	0.4686370079
641	0.4685355852
642	0.4684203864
643	0.4681917243
644	0.4680775017
645	0.4679061678
646	0.4675373038
647	0.4671083996
648	0.4668974729
649	0.4667047698
650	0.4664291387
651	0.4662931129
652	0.466149494
653	0.4660418883
654	0.465834487
655	0.4656763327
656	0.465583154
657	0.4653013941
658	0.4652047442
659	0.465084176
660	0.4648737916
661	0.4646421465
662	0.4643545833
663	0.4641900833
664	0.4640713048
665	0.4638860321
666	0.4635955401
667	0.4634911344
668	0.4632832992
669	0.4630902164
670	0.4629356959
671	0.462856673
672	0.4627767281
673	0.4624180063
674	0.4621577784
675	0.4620139425
676	0.4617113015
677	0.461489419
678	0.4612441605
679	0.460930184
680	0.4608517576
681	0.460786999
682	0.4607128574
683	0.4606003161
684	0.4602540688
685	0.4599597802
686	0.4597831311
687	0.4596343598
688	0.4594578734
689	0.4593092105
690	0.4590173626
691	0.4588230323
692	0.4586398749
693	0.45846328
694	0.4582564211
695	0.4580700094
696	0.4579499835
697	0.4577828259
698	0.4576056345
699	0.4574644562
700	0.4572172452
701	0.4570949955
702	0.4567453855
703	0.4564141075
704	0.4562184213
705	0.4559855288
706	0.4557133688
707	0.4555092217
708	0.4554476088
709	0.4551918283
710	0.4550301486
711	0.4546425728
712	0.4543335861
713	0.4541706047
714	0.4541005851
715	0.4539513256
716	0.4537795849
717	0.4536141357
718	0.4534409036
719	0.4533064236
720	0.4531075103
721	0.4529484882
722	0.4528214929
723	0.4525941596
724	0.4525002487
725	0.4523689686
726	0.4520899748
727	0.4518467231
728	0.4516510911
729	0.4514484627
730	0.4512984167
731	0.4512302954
732	0.4508710041
733	0.4506771349
734	0.4505401329
735	0.4502470917
736	0.4501397844
737	0.4499633522
738	0.4497752863
739	0.4494860418
740	0.4493360772
741	0.4492437934
742	0.449031104
743	0.4488781564
744	0.4486681789
745	0.4484254694
746	0.4483143384
747	0.4481798855
748	0.448145174
749	0.447810479
750	0.447607959
751	0.4474351337
752	0.4472845182
753	0.4470151243
754	0.4468409973
755	0.4466999275
756	0.4465051092
757	0.4463207856
758	0.4461640685
759	0.4458641394
760	0.4456263112
761	0.4454587197
762	0.4452222746
763	0.4450619237
764	0.4448801493
765	0.4446352704
766	0.4444076659
767	0.4441076283
768	0.4438369327
769	0.4437642012
770	0.4435604338
771	0.4433409919
772	0.4429452264
773	0.4424010692
774	0.4421187127
775	0.4419229181
776	0.4417640587
777	0.4415668539
778	0.4414173774
779	0.4412165388
780	0.4410974078
781	0.4408990911
782	0.4407905092
783	0.4406022534
784	0.4405219288
785	0.4403471238
786	0.4401633426
787	0.4400566318
788	0.4399170807
789	0.43980237
790	0.4396749679
791	0.4395146441
792	0.4393053174
793	0.4392045455
794	0.4388917622
795	0.4387448078
796	0.438472458
797	0.4381868744
798	0.4380013577
799	0.4377516246
800	0.4375274641
801	0.4374267194
802	0.4372927818
803	0.4370417199
804	0.4368058443
805	0.4366467408
806	0.4365094405
807	0.4363670691
808	0.4361469492
809	0.435773014
810	0.4354737899
811	0.4353107001
812	0.4351728845
813	0.4349406699
814	0.4347192484
815	0.4344804711
816	0.4343868856
817	0.4342531378
818	0.434001398
819	0.4338129524
820	0.4335925072
821	0.4332411616
822	0.4330818412
823	0.4328730297
824	0.4327392006
825	0.4326579539
826	0.4324286952
827	0.4323117608
828	0.4319421103
829	0.4315755513
830	0.4311718401
831	0.4309575507
832	0.4306851196
833	0.4304535016
834	0.4302595239
835	0.4301309828
836	0.4298144301
837	0.4296063508
838	0.4294010919
839	0.4291852025
840	0.4290371633
841	0.4288255858
842	0.4285027145
843	0.4283173062
844	0.4281219455
845	0.4279792215
846	0.4277224376
847	0.427528026
848	0.4272790523
849	0.4270584172
850	0.426836616
851	0.4265649713
852	0.4263788308
853	0.4261620195
854	0.4258877171
855	0.4257161663
856	0.4254747044
857	0.4253383803
858	0.4251167961
859	0.4249853805
860	0.4247845961
861	0.4244558129
862	0.4240357223
863	0.4238513174
864	0.4236550075
865	0.423439091
866	0.4232093442
867	0.4228879915
868	0.4227233016
869	0.4224283893
870	0.4221991035
871	0.4220301289
872	0.4219401773
873	0.4216466209
874	0.4215530355
875	0.4214250639
876	0.4211988967
877	0.4209284451
878	0.4207262777
879	0.4204712023
880	0.4203505255
881	0.4200586776
882	0.4198607949
883	0.4196747358
884	0.4193968809
885	0.4190929111
886	0.418778799
887	0.4186590985
888	0.4183635897
889	0.4181447444
890	0.4180026713
891	0.4178294934
892	0.4177391892
893	0.4174487243
894	0.4171679678
895	0.4168995231
896	0.4165498317
897	0.4164078941
898	0.4162032047
899	0.4161317478
900	0.4160395453
901	0.4158712216
902	0.4156244986
903	0.4154189414
904	0.4152498855
905	0.4150893718
906	0.4149770476
907	0.4148521403
908	0.4144999541
909	0.4143788434
910	0.4142272517
911	0.4139734238
912	0.4136839352
913	0.4133708807
914	0.4132737698
915	0.4131337306
916	0.4128814212
917	0.4126777352
918	0.4125565974
919	0.4122729664
920	0.4120900801
921	0.4118741094
922	0.4116629386
923	0.4114608525
924	0.4112852882
925	0.4109592711
926	0.4106280474
927	0.4102967151
928	0.4100608938
929	0.4099279053
930	0.4098136285
931	0.409657047
932	0.4094309611
933	0.4093253893
934	0.4091082796
935	0.4089135155
936	0.4086303726
937	0.4084078664
938	0.4079663793
939	0.4077681982
940	0.4076161184
941	0.4073639176
942	0.4070821035
943	0.4068837055
944	0.4066309351
945	0.4063514532
946	0.4062515491
947	0.4060568121
948	0.4058694513
949	0.4054305947
950	0.40522859
951	0.4050159006
952	0.4047829809
953	0.404562156
954	0.4042691149
955	0.4041344451
956	0.4039507723
957	0.4036547482
958	0.4033739375
959	0.4032518235
960	0.4030464832
961	0.4029020507
962	0.4024649297
963	0.4022454065
964	0.4020681337
965	0.4019204199
966	0.4017987398
967	0.4016005317
968	0.4014120861
969	0.4011262042
970	0.4008202548
971	0.4005956875
972	0.4004501704
973	0.4001241262
974	0.3998166581
975	0.3996372972
976	0.3993552119
977	0.3992659111
978	0.3989069724
979	0.3986491852
980	0.3983992623
981	0.3982197658
982	0.3980397269
983	0.3977668347
984	0.3976021991
985	0.3973280595
986	0.397263789
987	0.3969509243
988	0.3966140599
989	0.396475024
990	0.39612037
991	0.3959567649
992	0.3957817971
993	0.3955573926
994	0.3954588716
995	0.3952369619
996	0.3950638925
997	0.3948270407
998	0.3946372121
999	0.3943590318
